No. Drawing ,Trench No.,Layer,Piece,Clay Paste,Colour of Wash/Slip,Wash/Slip,Position of Wash/Slip,Chamotte,Inside Quality,Outside Quality,Firing Rate,Rate of Saftly,Inside Painting,Painting Pattern,Colour of Painting,Outside Painting,Painting Pattern,Colour of Painting,Inside Engraving,Outside Engraving,Engraving Pattern,Drawing/Shape,Comparable Site,Phase/Period,Reference 
156,S.T.1,S.U 4,Rim,Dark red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale.1997, P: 153, Fig: 207, NO: 5"
157,S.T.1,S.U 4,Rim,Red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Bad,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale.1997, P: 124, Fig: 160"
158,S.T.1,S.U 4,Rim,Red,Buff,Wash,Inside/Outside,Coarse,Medium,Medium,Sufficient,Bad,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale.1997, P: 102, Fig: 117, NO: 2"
159,S.T.1,S.U 4,Rim,Dark red,,,,Coarse,Medium,Coarse,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4,"Salvatori, Vidale.1997, P: 148, Fig: 196, NO: 3"
160,S.T.1,S.U 4,Rim,Red,Dark red,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,Outside,Geometric,Shape,Shahr-i Sokhta,Phase: 4,"Salvatori, Vidale.1997, P: 151, Fig: 203, NO: 3"
161,S.T.1,S.U 4,Rim,Dark red,,,,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale.1997, P: 113, Fig: 138, NO: 4"
162,S.T.1,S.U 4,Rim,Dark red,Dark red,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 4,"Salvatori, Vidale.1997, P: 147, Fig: 194, NO: 2"
163,S.T.1,S.U 4,Rim,Buff,Red,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale.1997, P: 153, Fig: 207, NO: 4"
164,S.T.1,S.U 4,Rim,Dark red,Dark red,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4,"Salvatori, Vidale.1997, P: 147, Fig: 194, NO: 2"
165,S.T.1,S.U 4,Rim,Dark red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 4,"Salvatori, Vidale.1997, P: 148, Fig: 196, NO: 4"
166,S.T.1,S.U 4,Rim,Dark red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4,"Salvatori, Vidale.1997, P: 148, Fig: 196, NO: 2"
167,S.T.1,S.U 4,Rim,Dark red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,,,,
168,S.T.1,S.U 4,Rim,Dark red,Buff,Wash,Inside/Outside,Medium-sized,Fine,Fine,Sufficient,Medium,,,,,,,,,,,,,
169,S.T.1,S.U 4,Rim,Red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 2,"Biscione, 1987, p: 395, Fig: 2, NO: A"
170,S.T.1,S.U 4,Rim,Dark red,Dark red,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4,"Salvatori, Vidale.1997, P: 148, Fig: 196, NO: 2"
171a,S.T.1,S.U 4,Rim,Red,Dark red,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 1,"Biscione, 1987, p: 398, Fig: 5, NO: A"
171b,S.T.1,S.U 4,Rim,Red,Dark red,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Bampur,Bampur VI,"De cardi,1970, P: 317, Fig: 43, NO: 437"
171c,S.T.1,S.U 4,Rim,Red,Dark red,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Mundigak (AF),Period: IV3,"Casal,1961, Fig: 95, NO: 434"
172,S.T.1,S.U 4,Rim,Red,Buff,Wash,Inside/Outside,Medium-sized,Fine,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale.1997, P: 1415, Fig: 142, NO: 1"
173a,S.T.1,S.U 4,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Bampur,Bampur VI,"De cardi,1970, P: 317, Fig: 43, NO: 436"
173b,S.T.1,S.U 4,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Mundigak (AF),Period: IV3,"Casal,1961, Fig: 95, NO: 437"
174,S.T.1,S.U 4,Rim,Dark red,Buff,Wash,Inside/Outside,Coarse,Medium,Medium,Sufficient,Medium,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale.1997, P: 115, Fig: 142, NO: 1"
175,S.T.1,S.U 4,Rim,Red,Buff,Wash,Inside/Outside,Coarse,Medium,Medium,Sufficient,Medium,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 4,"Salvatori, Vidale.1997, P: 148, Fig: 196, NO: 2"
176,S.T.1,S.U 4,Rim,Red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Geometric,Brown,,,,,,,
177,S.T.1,S.U 4,Rim,Dark red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,,,,
178,S.T.1,S.U 4,Rim,Dark red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,,,,
179,S.T.1,S.U 4,Rim,Dark red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale.1997, P: 108, Fig: 128, NO: 4"
180,S.T.1,S.U 4,Rim,Buff,,,,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4,"Salvatori, Vidale.1997, P: 149, Fig: 198, NO: 5"
181a,S.T.1,S.U 4,Body,Dark red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Deficient,Good,,,,Outside,Mixed,Brown,,,,Drawing,Shahr-i Sokhta,Phase: 4,"Salvatori, Vidale.1997, P: 152, Fig: 204, NO: 5"
181b,S.T.1,S.U 4,Body,Dark red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Deficient,Good,,,,Outside,Mixed,Brown,,,,Drawing,Miri Qalat (P) ,Period: IIIB,"Didier, 2007, P: 23, Fig: 37, NO: 5"
182,S.T.1,S.U 4,Body,Red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Geometric,Brown,,,,,,,
183,S.T.1,S.U 4,Body,Dark red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,Outside,Geometric,Brown,,,,,,,
184,S.T.1,S.U 4,Body,Dark red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Deficient,Bad,,,,Outside,Geometric,Brown,,Outside,Geometric,,,,
185,S.T.1,S.U 4,Body,Red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,Outside,Geometric,,,,
186,S.T.1,S.U 4,Base,Red,Buff,Wash,Inside/Outside,Medium-sized,Fine,Fine,Sufficient,Good,,,,,,,,,,,,,
187,S.T.1,S.U 4,Base,Red,Buff,Wash,Inside/Outside,Medium-sized,Fine,Fine,Sufficient,Medium,,,,,,,,,,,,,
188,S.T.1,S.U 4,Base,Dark red,Red,Wash,Inside/Outside,Coarse,Medium,Medium,Sufficient,Good,,,,,,,,,,,,,
189a,S.T.1,S.U 4,Rim,Gery,Gery,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Drawing,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 142, Fig: 187,"
189b,S.T.1,S.U 4,Rim,Gery,Gery,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Drawing,Bampur,Bampur I-IV,"De cardi,1970, P: 299, Fig: 31, NO: 72"
189c,S.T.1,S.U 4,Rim,Gery,Gery,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Drawing,Mundigak (AF),Period: IV1,"Casal,1961, Fig: 81, NO: 289"
189d,S.T.1,S.U 4,Rim,Gery,Gery,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Drawing,Miri Qalat (P) ,Period: IIIA,"Didier, 2007, P: 21, Fig: 4, NO: 9"
190,S.T.1,S.U 4,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Drawing,Bampur,Bampur V,"De cardi, 1970, p: 301, Fig: 33"
191,S.T.1,S.U 4,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Fine,Fine,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Drawing,Bampur,Bampur V,"De cardi, 1970, p: 301, Fig: 33"
192,S.T.1,S.U 4,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Fine,Fine,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Drawing,Bampur,Bampur V,"De cardi, 1970, p: 301, Fig: 33"
193,S.T.1,S.U 4,Rim,Red,Buff,Wash,Inside/Outside,Medium-sized,Fine,Fine,Sufficient,Medium,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Drawing,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 144, Fig: 190, NO: 2"
194,S.T.1,S.U 4,Rim,Red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Drawing/Shape,Shahr-i Sokhta,Phase: 4,"Salvatori, Vidale,1997, P: 148, Fig: 196, NO: 5"
195,S.T.1,S.U 4,Rim,Red,Buff,Wash,Inside/Outside,Medium-sized,Fine,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 206, NO: 5"
196,S.T.1,S.U 4,Body,Red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,,,,
1a,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 103, Fig: 118, NO: 1"
1b,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Mundigak (AF),Period: IV1,"Casal,1997, Fig: 74, NO: 198a"
2,S.T.1,S.U 9,Rim,Dark red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 102, Fig: 117, NO: 2"
3,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 114, Fig: 141, NO: 1"
4,S.T.1,S.U 9,Rim,Dark red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 115, Fig: 142, NO: 1"
5a,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 102, Fig: 117, NO: 3"
5b,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Mundigak (AF),Period: IV1,"Casal,1997, Fig: 67, NO: 198"
6,S.T.1,S.U 9,Rim,Dark red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 116, Fig: 144, NO: 4"
7,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 113, Fig: 138, NO: 4"
8,S.T.1,S.U 9,Rim,Dark red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 102, Fig: 117, NO: 3"
9,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,Inside,Geometric,Brown,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 102, Fig: 117, NO: 2"
10,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 102, Fig: 117, NO: 3"
11,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 107, Fig: 127, NO: 4"
12,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 102, Fig: 117, NO: 2"
13,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 1-0,"Biscione,1987, P: 396, Fig: 3, NO: J"
14,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 103, Fig: 118, NO: 1"
15,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 130, Fig: 170, NO: 6"
16,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 206, NO: 3"
17,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,,,,
18,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Fine,Sufficient,Medium,,,,,,,,,,,,,
19,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 4,"Salvatori, Vidale,1997,P: 150, Fig: 200, NO: 3"
20,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 102, Fig: 117, NO: 2"
21,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 144, Fig: 190, NO: 6"
22,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,,,,
23,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 144, Fig: 190, NO: 6"
24,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 144, Fig: 190, NO: 6"
25,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Mundigak (AF),Period: IV1,"Casal,196, Fig: 67, NO: 199"
26,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P:103, Fig: 118, NO: 1"
27a,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P:103, Fig: 118, NO: 1"
27b,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,,,,,,,Shape,Mundigak (AF),Period: IV1,"Casal,196, Fig: 66, NO: 195"
27c,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,,,,,,,Shape,Miri Qalat (P) ,Period: IIIB,"Didier, 2007, P: 77, Fig: 65, NO: 9"
28,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,Inside,Geometric,Brown,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 3"
29,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 103, Fig: 118, NO: 1"
30,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 103, Fig: 118, NO: 1"
31,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 3"
32,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 102, Fig: 116, NO: 2"
33,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 130, Fig: 170, NO: 4"
34,S.T.1,S.U 9,Rim,Black,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 130, Fig: 170, NO: 4"
35,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 115, Fig: 142, NO: 1"
36,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 206, NO: 5"
37a,S.T.1,S.U 9,Rim,Dark red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 206, NO: 5"
37b,S.T.1,S.U 9,Rim,Dark red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Miri Qalat (P) ,Period: IIIB,"Didier, 2007, P: 77, Fig: 65, NO: 9"
38,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4,"Salvatori, Vidale,1997, P: 148, Fig: 196, NO: 5"
39,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Deficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 1"
40,S.T.1,S.U 9,Rim,Dark red,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4,"Salvatori, Vidale,1997, P: 148, Fig: 196, NO: 5"
41,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 119, Fig: 151, NO: 8"
42,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 95, Fig: 102, NO: 5"
43,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 130, Fig: 170, NO: 4"
44,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 4"
45,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 102, Fig: 117, NO: 1"
46,S.T.1,S.U 9,Rim,Dark red,Buff,Wash,Inside/Outside,Fine,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 104, Fig: 120, NO: 1"
47,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 206, NO: 3"
48,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 102, Fig: 117, NO: 1"
49,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Fine,Fine,Sufficient,Good,,,,,,,,,,,,,
50,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,,,,,,,,,,,,,
51,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 2"
52,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Fine,Fine,Sufficient,Good,,,,,,,,,,,,,
53,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 3,"Salvatori, Vidale,1997, P: 153, Fig: 207, NO: 1"
54,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Fine,Fine,Sufficient,Good,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 4,"Salvatori, Vidale,1997, P: 148, Fig: 196, NO: 3"
55,S.T.1,S.U 9,Rim-Base,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Medium,,,,,,,,,,Shape,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 113, Fig: 138, NO: 4"
56,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Medium-sized,Medium,Medium,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 6,"Salvatori, Vidale,1997, P: 102, Fig: 116, NO: 1"
57,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Medium,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,,,,
58,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,Inside,Geometric,Black,Outside,Geometric,Black,,,,Drawing,Shahr-i Sokhta,Phase: 5A,"Salvatori, Vidale,1997, P: 112, Fig: 136, NO: 6"
59,S.T.1,S.U 9,Rim,Buff,Buff,Wash,Inside/Outside,Fine,Fine,Fine,Sufficient,Good,Inside,Geometric,Brown,Outside,Geometric,Brown,,,,Shape,Shahr-i Sokhta,Phase: 5B,"Salvatori, Vidale,1997, P: 130, Fig: 170, NO: 4"
